BuildingType,PrimaryPropertyType,Neighborhood,NumberofFloors,PropertyGFATotal,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),UsageComplexity,HasNaturalGas,HasSteam,DensityPerFloor,IsLargeBuilding,IsDowntown
NonResidential,K-12 School,NORTHWEST,2,23222,23222,K-12 School,K-12 School,15006.0,,,,,1219863.125,1,1,0,11611.0,0,0
NonResidential,Mixed Use Property,EAST,2,24476,24476,"Fitness Center/Health Club/Gym, Office, Other, Other - Utility, Restaurant, Retail Store",Fitness Center/Health Club/Gym,7501.0,Office,5872.0,Retail Store,5375.0,2662054.25,6,1,0,12238.0,0,0
NonResidential,Retail Store,EAST,2,24750,24750,"Medical Office, Office, Retail Store",Retail Store,19240.0,Office,2050.0,Medical Office,1250.0,782343.8125,3,1,0,12375.0,0,0
NonResidential,K-12 School,EAST,3,60000,60000,K-12 School,K-12 School,48783.0,,,,,3625407.5,1,1,0,20000.0,1,0
NonResidential,Other,EAST,2,46560,46560,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,46560.0,,,,,690557.6875,1,1,0,23280.0,0,0
NonResidential,Other,MAGNOLIA / QUEEN ANNE,3,30408,30408,"Bank Branch, Parking",Bank Branch,25000.0,Parking,5408.0,,,1440554.25,2,0,0,10136.0,0,0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,3,30109,30109,"Office, Parking",Office,28400.0,Parking,7200.0,,,1465795.75,2,1,0,10036.333333333334,0,0
SPS-District K-12,K-12 School,SOUTHWEST,2,39929,39929,K-12 School,K-12 School,39929.0,,,,,1813718.0,1,1,0,19964.5,0,0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,2,25481,25481,Office,Office,25481.0,,,,,917100.3125,1,1,0,12740.5,0,0
NonResidential,Senior Care Community,SOUTHEAST,1,141297,141297,Senior Care Community,Senior Care Community,141297.0,,,,,19423344.0,1,1,0,141297.0,1,0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,2,27788,27788,"Office, Other - Restaurant/Bar",Office,32610.0,Other - Restaurant/Bar,4874.0,,,2119806.25,2,1,0,13894.0,0,0
NonResidential,Hotel,NORTHWEST,4,41704,33120,Hotel,Hotel,41704.0,,,,,1943899.25,1,1,0,8280.0,0,0
NonResidential,Warehouse,GREATER DUWAMISH,2,22324,22324,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21000.0,,,,,588856.125,1,1,0,11162.0,0,0
NonResidential,Other,GREATER DUWAMISH,2,31360,31360,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,32000.0,,,,,1725108.25,1,1,0,15680.0,0,0
NonResidential,Mixed Use Property,GREATER DUWAMISH,1,30496,30496,"Manufacturing/Industrial Plant, Office, Retail Store",Retail Store,14344.0,Manufacturing/Industrial Plant,10272.0,Office,8012.0,1992158.25,3,1,0,30496.0,0,0
Multifamily LR (1-4),Senior Care Community,NORTH,4,99941,88839,"Parking, Senior Care Community",Senior Care Community,88839.0,Parking,11102.0,,,4233753.0,2,1,0,22209.75,1,0
NonResidential,Small- and Mid-Sized Office,EAST,3,27600,27600,"Office, Retail Store",Office,13175.0,Retail Store,9175.0,,,1072151.375,2,1,0,9200.0,0,0
NonResidential,Senior Care Community,Northwest,2,55974,55974,Senior Care Community,Senior Care Community,56000.0,,,,,6135173.0,1,1,0,27987.0,1,0
SPS-District K-12,K-12 School,GREATER DUWAMISH,2,52901,52901,K-12 School,K-12 School,52901.0,,,,,2240342.0,1,1,0,26450.5,1,0
NonResidential,Senior Care Community,NORTH,1,22583,22583,Senior Care Community,Senior Care Community,22583.0,,,,,1981360.0,1,1,0,22583.0,0,0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,3,31686,24328,"Food Service, Library, Office, Parking",Office,25927.0,Parking,6750.0,Food Service,3743.0,2305643.5,4,0,0,8109.333333333333,0,0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,3,26694,20660,"Office, Parking",Office,24914.0,Parking,4720.0,,,720170.6875,2,0,0,6886.666666666667,0,0
NonResidential,Warehouse,NORTHWEST,1,29400,29400,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,25000.0,,,,,227509.5,1,0,0,29400.0,0,0
NonResidential,Hotel,GREATER DUWAMISH,3,22452,22452,Hotel,Hotel,22452.0,,,,,1244150.0,1,1,0,7484.0,0,0
NonResidential,Other,NORTHEAST,2,25767,25767,Bank Branch,Bank Branch,17434.0,,,,,1581352.75,1,0,0,12883.5,0,0
NonResidential,Retail Store,NORTHEAST,4,33910,33910,"Office, Retail Store",Retail Store,14585.0,Office,14462.0,,,1822834.25,2,1,0,8477.5,0,0
NonResidential,Worship Facility,NORTHEAST,2,78401,78401,"K-12 School, Office, Supermarket/Grocery Store, Worship Facility",Worship Facility,62400.0,Office,9940.0,K-12 School,4960.0,2462408.25,4,1,0,39200.5,1,0
Multifamily MR (5-9),Senior Care Community,NORTHWEST,7,95599,95599,Senior Care Community,Senior Care Community,91900.0,,,,,8136665.5,1,1,0,13657.0,1,0
NonResidential,Warehouse,LAKE UNION,2,78716,78716,"Non-Refrigerated Warehouse, Office, Other, Retail Store",Non-Refrigerated Warehouse,41275.0,Office,29399.0,Retail Store,6278.0,4103800.75,4,1,0,39358.0,1,0
NonResidential,K-12 School,LAKE UNION,2,33300,33300,K-12 School,K-12 School,30740.0,,,,,1594733.625,1,1,0,16650.0,0,0
NonResidential,Supermarket / Grocery Store,LAKE UNION,1,28808,28808,Supermarket/Grocery Store,Supermarket/Grocery Store,31174.0,,,,,9232576.0,1,1,0,28808.0,0,0
NonResidential,Small- and Mid-Sized Office,NORTHEAST,1,27966,20962,"Office, Parking",Office,20962.0,Parking,7004.0,,,1100499.75,2,0,0,20962.0,0,0
NonResidential,Supermarket / Grocery Store,NORTHEAST,1,26226,26226,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,25828.0,Parking,0.0,,,7588060.5,2,1,0,26226.0,0,0
NonResidential,Mixed Use Property,NORTHEAST,2,34948,19193,"Bank Branch, Parking",Bank Branch,19183.0,Parking,19183.0,,,1159807.125,2,0,0,9596.5,0,0
Multifamily HR (10+),Senior Care Community,NORTHWEST,10,198752,198752,"Parking, Senior Care Community",Senior Care Community,198752.0,Parking,30000.0,,,22055140.0,2,1,0,19875.2,1,0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,3,37639,27640,"Laboratory, Office",Office,20434.0,Laboratory,7557.0,,,6197824.5,2,0,0,9213.333333333334,0,0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,4,22840,22840,"Office, Other",Office,18400.0,Other,4440.0,,,881386.1875,2,0,0,5710.0,0,1
NonResidential,Other,DOWNTOWN,1,21420,21420,"Bar/Nightclub, Food Sales, Museum, Retail Store, Supermarket/Grocery Store",Museum,10420.0,Bar/Nightclub,5000.0,Supermarket/Grocery Store,2000.0,810636.875,5,1,0,21420.0,0,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1,20880,20880,Office,Office,20880.0,,,,,683274.0,1,0,0,20880.0,0,1
NonResidential,Mixed Use Property,DOWNTOWN,3,26000,26000,"Office, Other - Entertainment/Public Assembly",Office,13000.0,Other - Entertainment/Public Assembly,13000.0,,,1063035.875,2,1,0,8666.666666666666,0,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,3,38675,38675,"Office, Restaurant",Office,12100.0,Restaurant,4281.0,,,1938776.75,2,1,0,12891.666666666666,0,1
Nonresidential COS,Small- and Mid-Sized Office,DOWNTOWN,4,49951,49951,"Office, Other",Office,32039.0,Other,24035.0,,,5134446.0,2,1,1,12487.75,1,1
NonResidential,Medical Office,SOUTHEAST,2,25880,25880,Medical Office,Medical Office,25880.0,,,,,1941728.75,1,1,0,12940.0,0,0
NonResidential,Worship Facility,NORTHEAST,3,41013,41013,"Office, Worship Facility",Worship Facility,32098.0,Office,2310.0,,,1080821.0,2,1,0,13671.0,0,0
NonResidential,Other,NORTHEAST,2,21075,21075,"Office, Social/Meeting Hall",Social/Meeting Hall,18075.0,Office,3000.0,,,1581036.75,2,1,0,10537.5,0,0
NonResidential,Worship Facility,NORTHEAST,3,46485,46485,Worship Facility,Worship Facility,63922.0,,,,,1544995.75,1,1,0,15495.0,0,0
NonResidential,Small- and Mid-Sized Office,NORTHWEST,4,56896,56896,"Office, Parking",Office,40768.0,Parking,16128.0,,,1402048.5,2,1,0,14224.0,1,0
NonResidential,Worship Facility,NORTHWEST,2,27500,27500,Worship Facility,Worship Facility,27500.0,,,,,577123.125,1,1,0,13750.0,0,0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,2,36630,36630,"Distribution Center, Office",Office,22000.0,Distribution Center,11000.0,,,541943.3125,2,0,0,18315.0,0,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,3,26830,26830,"Office, Other",Office,16838.0,Other,10000.0,,,2099386.75,2,1,0,8943.333333333334,0,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,5,41920,41920,Office,Office,41920.0,,,,,1103594.75,1,0,0,8384.0,0,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,5,36879,36879,Office,Office,44000.0,,,,,1537570.25,1,1,0,7375.8,0,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,2,33640,33640,Office,Office,27322.0,,,,,1078535.75,1,0,0,16820.0,0,1
NonResidential,Warehouse,DOWNTOWN,4,43484,43484,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,26416.0,Retail Store,9531.0,Office,7537.0,1567040.75,3,0,0,10871.0,0,1
NonResidential,Mixed Use Property,DOWNTOWN,3,22480,22480,"Office, Other, Retail Store",Office,10800.0,Other,10800.0,Retail Store,7200.0,981009.125,3,0,0,7493.333333333333,0,1
NonResidential,Hotel,DOWNTOWN,4,33018,33018,"Hotel, Retail Store",Hotel,23193.0,Retail Store,6165.0,,,4857581.5,2,1,0,8254.5,0,1
Multifamily LR (1-4),Senior Care Community,DOWNTOWN,3,43380,43380,Senior Care Community,Senior Care Community,43380.0,,,,,3185108.0,1,1,0,14460.0,0,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,2,26510,26510,Office,Office,30800.0,,,,,987063.6875,1,1,0,13255.0,0,1
NonResidential,Warehouse,LAKE UNION,1,40028,40028,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,33222.0,Retail Store,10208.0,Office,6200.0,942415.1875,3,1,0,40028.0,0,0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,3,44510,26282,"Office, Parking",Office,26282.0,Parking,18228.0,,,2188051.25,2,0,0,8760.666666666666,0,0
NonResidential,Worship Facility,NORTH,1,21624,21624,Worship Facility,Worship Facility,21624.0,,,,,666687.5,1,1,0,21624.0,0,0
SPS-District K-12,K-12 School,NORTHWEST,1,42239,42239,K-12 School,K-12 School,48799.0,,,,,2145603.5,1,1,0,42239.0,0,0
SPS-District K-12,K-12 School,Northwest,3,51360,51360,K-12 School,K-12 School,51026.0,,,,,1403094.75,1,1,0,17120.0,1,0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,3,21600,21600,"Office, Restaurant",Office,11600.0,Restaurant,10000.0,,,1539176.625,2,1,0,7200.0,0,1
NonResidential,Hotel,DOWNTOWN,5,40552,40552,Hotel,Hotel,40552.0,,,,,1200180.875,1,1,0,8110.4,0,1
Multifamily MR (5-9),Senior Care Community,DOWNTOWN,7,134974,134974,"Parking, Senior Care Community",Senior Care Community,107312.0,Parking,27662.0,,,4760734.0,2,1,0,19282.0,1,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,3,31432,31432,"Multifamily Housing, Office, Other",Office,23059.0,Other,7125.0,Multifamily Housing,1248.0,1439572.375,3,0,0,10477.333333333334,0,1
NonResidential,Retail Store,DOWNTOWN,2,24550,24550,"Office, Retail Store",Retail Store,13500.0,Office,11050.0,,,977230.3125,2,1,0,12275.0,0,1
SPS-District K-12,K-12 School,LAKE UNION,2,61052,61052,K-12 School,K-12 School,61052.0,,,,,2366929.5,1,1,0,30526.0,1,0
NonResidential,Other,CENTRAL,3,25864,25864,"Office, Social/Meeting Hall",Social/Meeting Hall,13364.0,Office,8420.0,,,1028277.313,2,1,0,8621.333333333334,0,0
Multifamily LR (1-4),University,NORTHEAST,3,20008,20008,College/University,College/University,20008.0,,,,,1516415.75,1,1,0,6669.333333333333,0,0
Nonresidential COS,Mixed Use Property,EAST,2,29508,22388,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Other - Technology/Science, Parking, Pre-school/Daycare",Other - Recreation,11074.0,Fitness Center/Health Club/Gym,8183.0,Parking,6569.0,2217620.0,6,1,0,11194.0,0,0
NonResidential,Senior Care Community,CENTRAL,2,74840,74840,Senior Care Community,Senior Care Community,74840.0,,,,,8268496.5,1,1,0,37420.0,1,0
Nonresidential COS,Other,CENTRAL,3,20992,20992,"Other - Education, Performing Arts, Social/Meeting Hall",Performing Arts,24600.0,Social/Meeting Hall,4625.0,Other - Education,1665.0,2473302.0,3,1,0,6997.333333333333,0,0
NonResidential,K-12 School,CENTRAL,2,22344,22344,K-12 School,K-12 School,22344.0,,,,,1522596.75,1,1,0,11172.0,0,0
NonResidential,University,EAST,3,31900,31900,College/University,College/University,26000.0,,,,,2466100.0,1,1,0,10633.333333333334,0,0
Nonresidential COS,Other,BALLARD,2,29417,29417,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Pre-school/Daycare",Other - Recreation,18489.0,Fitness Center/Health Club/Gym,8946.0,Pre-school/Daycare,1445.0,1631479.125,4,1,0,14708.5,0,0
NonResidential,Mixed Use Property,DOWNTOWN,3,49299,49299,"Multifamily Housing, Office, Restaurant",Office,24099.0,Multifamily Housing,23632.0,Restaurant,5320.0,4729846.5,3,0,0,16433.0,0,1
NonResidential,Supermarket / Grocery Store,SOUTHWEST,1,31841,31841,"Office, Supermarket/Grocery Store",Supermarket/Grocery Store,30899.0,Office,942.0,,,13140574.0,2,1,0,31841.0,0,0
Multifamily LR (1-4),Senior Care Community,SOUTHWEST,4,76699,57566,"Parking, Senior Care Community",Senior Care Community,57566.0,Parking,0.0,,,4215991.5,2,1,0,14391.5,1,0
NonResidential,Mixed Use Property,EAST,2,21036,21036,"Fitness Center/Health Club/Gym, Medical Office, Office, Parking, Restaurant",Parking,11021.0,Fitness Center/Health Club/Gym,8164.0,Office,7280.0,2735811.5,5,1,0,10518.0,0,0
NonResidential,Mixed Use Property,NORTHEAST,2,32928,32928,"Office, Other, Parking, Retail Store",Parking,24288.0,Retail Store,16710.0,Office,16128.0,5652231.0,4,0,0,16464.0,0,0
NonResidential,Worship Facility,NORTHEAST,2,20039,20039,Worship Facility,Worship Facility,20039.0,,,,,104722.2969,1,0,0,10019.5,0,0
SPS-District K-12,K-12 School,NORTHEAST,2,54943,54943,K-12 School,K-12 School,57247.0,,,,,2155390.25,1,1,0,27471.5,1,0
NonResidential,Warehouse,GREATER DUWAMISH,1,44476,44476,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,41256.0,,,,,1368120.5,1,1,0,44476.0,0,0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1,35017,35017,"Non-Refrigerated Warehouse, Office, Parking",Office,19785.0,Non-Refrigerated Warehouse,10234.0,Parking,0.0,1295485.25,3,1,0,35017.0,0,0
Multifamily HR (10+),Senior Care Community,MAGNOLIA / QUEEN ANNE,10,241387,197819,"Office, Parking, Senior Care Community",Senior Care Community,186486.0,Parking,43568.0,Office,11335.0,9161371.0,3,0,0,19781.9,1,0
NonResidential,Worship Facility,SOUTHEAST,2,22952,22952,"Parking, Worship Facility",Worship Facility,22962.0,Parking,0.0,,,470666.6875,2,1,0,11476.0,0,0
Multifamily HR (10+),Hotel,DOWNTOWN,20,326516,326516,"Hotel, Multifamily Housing, Parking, Retail Store",Hotel,252462.0,Multifamily Housing,145594.0,Parking,22801.0,59107620.0,4,1,1,16325.8,1,1
NonResidential,Warehouse,GREATER DUWAMISH,1,21040,21040,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21040.0,,,,,592088.125,1,1,0,21040.0,0,0
NonResidential,Warehouse,GREATER DUWAMISH,2,28032,28032,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,30000.0,,,,,1321065.0,1,1,0,14016.0,0,0
NonResidential,Distribution Center,GREATER DUWAMISH,1,25620,25620,Distribution Center,Distribution Center,25620.0,,,,,550324.1875,1,1,0,25620.0,0,0
NonResidential,Warehouse,DOWNTOWN,3,33238,33238,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33238.0,,,,,1632472.0,1,0,0,11079.333333333334,0,1
NonResidential,K-12 School,EAST,4,27800,27800,K-12 School,K-12 School,11093.0,,,,,1181428.75,1,1,0,6950.0,0,0
NonResidential,Large Office,DOWNTOWN,6,706176,706176,"Bank Branch, Office, Parking",Office,222807.0,Parking,78049.0,Bank Branch,5171.0,13270687.0,3,0,0,117696.0,1,1
NonResidential,Supermarket / Grocery Store,SOUTHWEST,1,33706,33706,Supermarket/Grocery Store,Supermarket/Grocery Store,31746.0,,,,,8687690.0,1,1,0,33706.0,0,0
NonResidential,Mixed Use Property,MAGNOLIA / QUEEN ANNE,2,37600,37600,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,18400.0,Other,16200.0,Office,3000.0,2171751.5,3,1,0,18800.0,0,0
SPS-District K-12,K-12 School,NORTHWEST,1,42128,42128,K-12 School,K-12 School,42128.0,,,,,1709307.5,1,1,0,42128.0,0,0
SPS-District K-12,K-12 School,BALLARD,2,44753,44753,K-12 School,K-12 School,46545.0,,,,,1638691.625,1,1,0,22376.5,0,0
NonResidential,Other,EAST,3,33708,33708,Other,Other,33708.0,,,,,786324.0,1,1,1,11236.0,0,0
NonResidential,Other,North,2,47237,47237,Other,Other,47661.0,,,,,5981430.0,1,0,0,23618.5,0,0
Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,3,42448,42448,Multifamily Housing,,,,,,,1247918.0,1,0,0,14149.333333333334,0,0
SPS-District K-12,K-12 School,BALLARD,2,57298,57298,K-12 School,K-12 School,60882.0,,,,,1586388.75,1,0,0,28649.0,1,0
NonResidential,Supermarket / Grocery Store,NORTHEAST,1,76585,38000,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,41447.0,Parking,0.0,,,13906080.0,2,1,0,38000.0,1,0
NonResidential,Worship Facility,NORTHEAST,3,26373,26373,Worship Facility,Worship Facility,26373.0,,,,,964236.0,1,1,0,8791.0,0,0
NonResidential,Small- and Mid-Sized Office,CENTRAL,2,75868,75868,"Non-Refrigerated Warehouse, Office, Restaurant, Retail Store",Office,50379.0,Restaurant,12622.0,Retail Store,6662.0,3605749.75,4,0,0,37934.0,1,0
NonResidential,Mixed Use Property,EAST,2,21656,21656,"Office, Other - Entertainment/Public Assembly, Other - Public Services, Restaurant, Urgent Care/Clinic/Other Outpatient",Other - Entertainment/Public Assembly,5656.0,Other - Public Services,5561.0,Restaurant,5090.0,1607972.25,5,1,0,10828.0,0,0
Nonresidential COS,Distribution Center,MAGNOLIA / QUEEN ANNE,3,23040,23040,Distribution Center,Distribution Center,23040.0,,,,,421430.0,1,0,0,7680.0,0,0
NonResidential,Other,MAGNOLIA / QUEEN ANNE,2,36771,36771,Other,Other,34856.0,,,,,5447076.5,1,0,0,18385.5,0,0
NonResidential,Warehouse,GREATER DUWAMISH,1,24024,24024,"Non-Refrigerated Warehouse, Other - Services",Non-Refrigerated Warehouse,14314.0,Other - Services,9710.0,,,375773.5938,2,0,0,24024.0,0,0
NonResidential,Warehouse,GREATER DUWAMISH,1,42420,42420,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,27420.0,Other,10000.0,Office,5000.0,965425.1875,3,1,0,42420.0,0,0
NonResidential,Distribution Center,GREATER DUWAMISH,1,36982,36982,"Distribution Center, Office",Distribution Center,34382.0,Office,2600.0,,,374753.8125,2,1,0,36982.0,0,0
NonResidential,Warehouse,GREATER DUWAMISH,2,23400,23400,"Non-Refrigerated Warehouse, Office, Parking",Non-Refrigerated Warehouse,20002.0,Office,3374.0,Parking,0.0,439266.9063,3,0,0,11700.0,0,0
NonResidential,Other,MAGNOLIA / QUEEN ANNE,2,30720,30720,"Office, Other, Parking",Other,28120.0,Parking,1600.0,Office,1000.0,1683064.25,3,1,0,15360.0,0,0
NonResidential,Warehouse,GREATER DUWAMISH,1,23232,23232,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,23232.0,,,,,127374.0,1,0,0,23232.0,0,0
NonResidential,Warehouse,GREATER DUWAMISH,1,35046,35046,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,32546.0,,,,,1063269.125,1,1,0,35046.0,0,0
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1,25577,25577,"Non-Refrigerated Warehouse, Office, Refrigerated Warehouse",Refrigerated Warehouse,13349.0,Non-Refrigerated Warehouse,8228.0,Office,4000.0,895784.6875,3,1,0,25577.0,0,0
NonResidential,Warehouse,GREATER DUWAMISH,1,43380,43380,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,42844.0,,,,,405062.0,1,0,0,43380.0,0,0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,3,20410,20410,Office,Office,20410.0,,,,,2720238.25,1,1,0,6803.333333333333,0,0
NonResidential,Small- and Mid-Sized Office,NORTHWEST,3,24696,18396,"Office, Parking",Office,18396.0,Parking,6300.0,,,624125.625,2,0,0,6132.0,0,0
SPS-District K-12,K-12 School,NORTHWEST,1,45174,45174,K-12 School,K-12 School,45174.0,,,,,1980825.25,1,1,0,45174.0,0,0
NonResidential,Worship Facility,NORTHWEST,1,24955,24955,Worship Facility,Worship Facility,24955.0,,,,,689803.0,1,1,0,24955.0,0,0
Multifamily LR (1-4),Senior Care Community,MAGNOLIA / QUEEN ANNE,3,56380,56380,"Parking, Senior Care Community",Senior Care Community,39650.0,Parking,23385.0,,,1725558.0,2,1,0,18793.33333333333,1,0
NonResidential,Other,Central,3,34074,34074,Other/Specialty Hospital,Other/Specialty Hospital,34074.0,,,,,8521989.0,1,1,0,11358.0,0,0
NonResidential,Hotel,DOWNTOWN,10,392552,370327,"Hotel, Parking",Hotel,198400.0,Parking,52400.0,,,17457560.0,2,1,0,37032.7,1,1
NonResidential,Worship Facility,North,2,76475,76475,"Other - Education, Worship Facility",Worship Facility,45442.0,Other - Education,31033.0,,,1765813.625,2,1,0,38237.5,1,0
NonResidential,K-12 School,North,2,32961,32961,K-12 School,K-12 School,32961.0,,,,,1573155.0,1,1,0,16480.5,0,0
Nonresidential COS,Other,NORTHWEST,1,27376,12806,"Library, Parking",Library,12806.0,Parking,0.0,,,1082920.125,2,1,0,12806.0,0,0
Campus,K-12 School,CENTRAL,1,109794,109794,K-12 School,K-12 School,109794.0,,,,,3296526.25,1,1,0,109794.0,1,0
NonResidential,Supermarket / Grocery Store,North,1,44755,44755,Supermarket/Grocery Store,Supermarket/Grocery Store,46978.0,,,,,11521140.0,1,1,0,44755.0,0,0
NonResidential,Other,EAST,2,22320,22320,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",22320.0,,,,,209644.9063,4,1,0,11160.0,0,0
NonResidential,Mixed Use Property,EAST,3,24000,24000,"Office, Other, Retail Store",Office,12000.0,Other,6000.0,Retail Store,6000.0,932083.5,3,1,0,8000.0,0,0
NonResidential,Small- and Mid-Sized Office,EAST,3,23422,23422,Office,Office,23422.0,,,,,2701872.0,1,1,0,7807.333333333333,0,0
NonResidential,Other,EAST,2,38879,27551,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,38879.0,,,,,3371659.75,1,1,0,13775.5,0,0
NonResidential,Warehouse,EAST,2,23040,23040,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,23040.0,,,,,79711.79688,1,1,0,11520.0,0,0
